true_labels,predicted_labels,probabilities
0,3,"[0.14610488712787628, 0.12642602622509003, 0.13532279431819916, 0.1504780650138855, 0.0856611579656601, 0.05748683586716652, 0.09409987181425095, 0.1073123887181282, 0.0971078872680664]"
4,3,"[0.1461055725812912, 0.12642675638198853, 0.1353229284286499, 0.15047721564769745, 0.08566056936979294, 0.057486362755298615, 0.09410014748573303, 0.10731290280818939, 0.09710750728845596]"
4,3,"[0.14610441029071808, 0.12642550468444824, 0.1353227198123932, 0.15047870576381683, 0.08566159754991531, 0.05748719349503517, 0.09409964084625244, 0.10731199383735657, 0.09710817039012909]"
4,3,"[0.14610475301742554, 0.1264258623123169, 0.13532279431819916, 0.1504782736301422, 0.08566129952669144, 0.05748696252703667, 0.09409977495670319, 0.10731223970651627, 0.09710799157619476]"
4,3,"[0.14610452950000763, 0.1264256238937378, 0.13532273471355438, 0.1504785567522049, 0.08566148579120636, 0.05748710036277771, 0.09409970790147781, 0.10731209814548492, 0.09710810333490372]"
4,3,"[0.14610452950000763, 0.1264256238937378, 0.13532273471355438, 0.1504785567522049, 0.08566148579120636, 0.05748710036277771, 0.09409970790147781, 0.10731209814548492, 0.09710810333490372]"
4,3,"[0.14610505104064941, 0.12642619013786316, 0.13532282412052155, 0.15047788619995117, 0.08566103130578995, 0.05748674273490906, 0.09409990906715393, 0.10731248557567596, 0.09710780531167984]"
4,3,"[0.14610488712787628, 0.12642602622509003, 0.13532279431819916, 0.1504780650138855, 0.0856611579656601, 0.05748683586716652, 0.09409987181425095, 0.1073123887181282, 0.0971078872680664]"
4,3,"[0.14610490202903748, 0.12642602622509003, 0.13532279431819916, 0.1504780650138855, 0.0856611505150795, 0.05748683586716652, 0.09409987181425095, 0.1073123961687088, 0.0971078872680664]"
4,3,"[0.14610490202903748, 0.12642602622509003, 0.13532279431819916, 0.1504780650138855, 0.0856611579656601, 0.05748683586716652, 0.09409987181425095, 0.1073123961687088, 0.0971078872680664]"
4,3,"[0.1461048126220703, 0.12642592191696167, 0.13532277941703796, 0.15047819912433624, 0.08566124737262726, 0.05748689919710159, 0.09409985691308975, 0.10731233656406403, 0.09710794687271118]"
5,3,"[0.0329984575510025, 0.023273583501577377, 0.05693868175148964, 0.3354782462120056, 0.21160292625427246, 0.1094784215092659, 0.08674079924821854, 0.051497962325811386, 0.09199082851409912]"
6,3,"[0.03299877792596817, 0.023273805156350136, 0.05693893879652023, 0.33547744154930115, 0.21160025894641876, 0.10947921127080917, 0.08674167096614838, 0.05149833858013153, 0.09199154376983643]"
5,3,"[0.03299875184893608, 0.023273786529898643, 0.056938908994197845, 0.3354775011539459, 0.21160005033016205, 0.10947932302951813, 0.08674177527427673, 0.05149836465716362, 0.0919916108250618]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674107491970062, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299867734313011, 0.023273732513189316, 0.056938882917165756, 0.3354777693748474, 0.21160146594047546, 0.10947883874177933, 0.08674125373363495, 0.051498185843229294, 0.09199123084545135]"
5,3,"[0.03299906477332115, 0.023274006322026253, 0.05693918839097023, 0.33547666668891907, 0.21159778535366058, 0.10947994142770767, 0.08674247562885284, 0.05149868503212929, 0.09199219942092896]"
5,3,"[0.03299882635474205, 0.023273833096027374, 0.056938957422971725, 0.3354772925376892, 0.21159954369068146, 0.10947945713996887, 0.08674193918704987, 0.05149843171238899, 0.09199173003435135]"
5,3,"[0.03299867734313011, 0.023273732513189316, 0.056938882917165756, 0.3354777693748474, 0.21160146594047546, 0.10947883874177933, 0.08674125373363495, 0.051498185843229294, 0.09199123084545135]"
6,3,"[0.03299882635474205, 0.023273827508091927, 0.056938957422971725, 0.3354772925376892, 0.21159954369068146, 0.10947945713996887, 0.08674193918704987, 0.05149843171238899, 0.09199173003435135]"
5,3,"[0.032998841255903244, 0.023273849859833717, 0.056939031928777695, 0.3354772925376892, 0.2116001695394516, 0.10947921872138977, 0.08674167841672897, 0.05149837210774422, 0.09199158102273941]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116020917892456, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116020917892456, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199104458093643]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199104458093643]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199104458093643]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693875998258591, 0.3354780375957489, 0.2116021066904068, 0.10947868973016739, 0.08674108237028122, 0.051498085260391235, 0.09199106693267822]"
5,3,"[0.03299855440855026, 0.02327364683151245, 0.05693874880671501, 0.3354780375957489, 0.2116021066904068, 0.10947868227958679, 0.08674106001853943, 0.05149808153510094, 0.09199104458093643]"
5,3,"[0.0329984575510025, 0.023273583501577377, 0.05693868175148964, 0.3354782462120056, 0.21160292625427246, 0.1094784215092659, 0.08674079924821854, 0.051497962325811386, 0.09199082851409912]"
6,2,"[0.14753125607967377, 0.12926794588565826, 0.1503581553697586, 0.14760935306549072, 0.08758362382650375, 0.08830881863832474, 0.05845436453819275, 0.06766786426305771, 0.12321857362985611]"
8,2,"[0.14753469824790955, 0.1292755901813507, 0.15036235749721527, 0.14760304987430573, 0.08757910132408142, 0.08831678330898285, 0.05844518542289734, 0.06765908747911453, 0.12322404235601425]"
1,2,"[0.14753440022468567, 0.1292749047279358, 0.15036068856716156, 0.14760364592075348, 0.08757869154214859, 0.08831527829170227, 0.05844702944159508, 0.06766100227832794, 0.12322438508272171]"
1,2,"[0.14753277599811554, 0.12927128374576569, 0.15035919845104218, 0.14760659635066986, 0.08758115023374557, 0.08831179141998291, 0.05845099315047264, 0.0676647424697876, 0.12322144955396652]"
1,2,"[0.14753183722496033, 0.12926991283893585, 0.15035846829414368, 0.1476079225540161, 0.08758211880922318, 0.08831089735031128, 0.05845220759510994, 0.06766585260629654, 0.12322083115577698]"
7,2,"[0.1475323736667633, 0.12927094101905823, 0.15035907924175262, 0.14760704338550568, 0.08758146315813065, 0.08831186592578888, 0.05845101922750473, 0.06766469776630402, 0.12322140485048294]"
1,2,"[0.147529736161232, 0.12926581501960754, 0.15035593509674072, 0.14761152863502502, 0.08758440613746643, 0.08830686658620834, 0.05845700204372406, 0.06767040491104126, 0.12321828305721283]"
1,2,"[0.14753393828868866, 0.129274383187294, 0.1503608077764511, 0.14760419726371765, 0.08757933974266052, 0.08831533044576645, 0.05844704806804657, 0.06766094267368317, 0.12322397530078888]"
1,2,"[0.14753082394599915, 0.1292678415775299, 0.15035659074783325, 0.14760982990264893, 0.08758281916379929, 0.0883084312081337, 0.058455146849155426, 0.06766869872808456, 0.12321984022855759]"
6,2,"[0.1475314050912857, 0.12926897406578064, 0.15035653114318848, 0.1476089209318161, 0.08758164942264557, 0.08830910176038742, 0.058454401791095734, 0.06766805797815323, 0.12322098016738892]"
1,2,"[0.14752963185310364, 0.12926548719406128, 0.150355726480484, 0.1476118415594101, 0.08758454024791718, 0.08830645680427551, 0.05845746770501137, 0.06767084449529648, 0.12321802228689194]"
1,2,"[0.14753097295761108, 0.12926776707172394, 0.1503574699163437, 0.14760969579219818, 0.08758339285850525, 0.08830861747264862, 0.058454759418964386, 0.06766825914382935, 0.12321902066469193]"
3,2,"[0.14753064513206482, 0.12926732003688812, 0.1503586769104004, 0.14760994911193848, 0.08758474141359329, 0.08830919861793518, 0.05845402553677559, 0.0676674172282219, 0.12321795523166656]"
1,2,"[0.1475314050912857, 0.12926870584487915, 0.15035775303840637, 0.1476089358329773, 0.08758269995450974, 0.08830942958593369, 0.05845385417342186, 0.06766743957996368, 0.12321983277797699]"
8,2,"[0.14753200113773346, 0.12926974892616272, 0.15035942196846008, 0.14760789275169373, 0.08758281916379929, 0.08831096440553665, 0.05845191329717636, 0.06766549497842789, 0.12321978062391281]"
1,2,"[0.14753077924251556, 0.12926733493804932, 0.1503574699163437, 0.14761002361774445, 0.08758383989334106, 0.08830831199884415, 0.058455102145671844, 0.06766857206821442, 0.1232185810804367]"
5,2,"[0.14753268659114838, 0.12927120923995972, 0.15035991370677948, 0.14760665595531464, 0.08758172392845154, 0.08831226825714111, 0.058450423181056976, 0.06766410171985626, 0.1232210025191307]"
1,2,"[0.14753079414367676, 0.12926748394966125, 0.15035708248615265, 0.14761000871658325, 0.08758344501256943, 0.08830826729536057, 0.058455221354961395, 0.06766872107982635, 0.12321902066469193]"
1,2,"[0.14753173291683197, 0.12926916778087616, 0.15035824477672577, 0.14760847389698029, 0.0875825509428978, 0.08830983936786652, 0.05845329537987709, 0.06766688823699951, 0.12321987748146057]"
1,2,"[0.1475311517715454, 0.1292678713798523, 0.15035812556743622, 0.14760945737361908, 0.08758372068405151, 0.08830885589122772, 0.05845436826348305, 0.06766785681247711, 0.1232185959815979]"
6,2,"[0.14753125607967377, 0.12926794588565826, 0.1503581553697586, 0.14760935306549072, 0.08758362382650375, 0.08830881863832474, 0.05845436453819275, 0.06766786426305771, 0.12321857362985611]"
2,2,"[0.26803702116012573, 0.12898355722427368, 0.29689761996269226, 0.107004813849926, 0.025150587782263756, 0.059583939611911774, 0.05678928643465042, 0.033724766224622726, 0.02382851019501686]"
2,2,"[0.26803702116012573, 0.12898355722427368, 0.29689761996269226, 0.107004813849926, 0.025150587782263756, 0.059583939611911774, 0.05678928643465042, 0.033724766224622726, 0.02382851019501686]"
2,2,"[0.268023818731308, 0.1289811134338379, 0.29688557982444763, 0.10701487213373184, 0.02515448071062565, 0.05958893522620201, 0.056792356073856354, 0.03372689336538315, 0.02383194863796234]"
2,2,"[0.268018513917923, 0.12897875905036926, 0.29688218235969543, 0.10701959580183029, 0.02515583485364914, 0.05959165468811989, 0.056793514639139175, 0.033727016299963, 0.023832891136407852]"
2,2,"[0.2680332362651825, 0.12898321449756622, 0.29689377546310425, 0.10700751096010208, 0.025151744484901428, 0.05958516523241997, 0.05679018795490265, 0.03372557461261749, 0.02382960543036461]"
0,2,"[0.2680286169052124, 0.12898366153240204, 0.29688820242881775, 0.10701042413711548, 0.025153303518891335, 0.059586264193058014, 0.05679135397076607, 0.03372703492641449, 0.02383122779428959]"
2,2,"[0.2680332362651825, 0.1289832442998886, 0.29689374566078186, 0.10700750350952148, 0.025151759386062622, 0.059585168957710266, 0.05679019168019295, 0.033725589513778687, 0.023829614743590355]"
2,2,"[0.26801878213882446, 0.1289822906255722, 0.2968788146972656, 0.10701771080493927, 0.025156280025839806, 0.05958978086709976, 0.056793585419654846, 0.03372881934046745, 0.023833932355046272]"
2,2,"[0.26802003383636475, 0.1289801299571991, 0.2968822121620178, 0.10701791197061539, 0.025155523791909218, 0.05959051847457886, 0.056793343275785446, 0.033727411180734634, 0.023832842707633972]"
0,2,"[0.268018513917923, 0.12897875905036926, 0.29688218235969543, 0.10701959580183029, 0.02515583485364914, 0.05959165468811989, 0.056793514639139175, 0.033727016299963, 0.023832891136407852]"
2,2,"[0.268032431602478, 0.1289844959974289, 0.29689154028892517, 0.10700740665197372, 0.025152189657092094, 0.059584736824035645, 0.05679043009877205, 0.033726464956998825, 0.023830266669392586]"
2,2,"[0.2680283486843109, 0.1289866864681244, 0.2968847155570984, 0.10700909793376923, 0.025153836235404015, 0.059584785252809525, 0.056791506707668304, 0.033728692680597305, 0.023832276463508606]"
2,2,"[0.2680286467075348, 0.12898364663124084, 0.29688823223114014, 0.1070103794336319, 0.025153296068310738, 0.05958624184131622, 0.056791339069604874, 0.033727020025253296, 0.023831211030483246]"
1,2,"[0.26802340149879456, 0.12898442149162292, 0.29688164591789246, 0.1070135310292244, 0.025155100971460342, 0.05958733707666397, 0.05679255723953247, 0.033728763461112976, 0.023833131417632103]"
2,2,"[0.2680332064628601, 0.12898322939872742, 0.2968936860561371, 0.10700749605894089, 0.02515176124870777, 0.05958516150712967, 0.05679018795490265, 0.033725589513778687, 0.023829620331525803]"
3,2,"[0.22283495962619781, 0.10335203260183334, 0.2737221121788025, 0.15001171827316284, 0.0364711657166481, 0.08801736682653427, 0.06460664421319962, 0.031407520174980164, 0.029576482251286507]"
6,2,"[0.22283503413200378, 0.10335209965705872, 0.2737221419811249, 0.15001164376735687, 0.036471154540777206, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.22283506393432617, 0.10335209965705872, 0.27372220158576965, 0.1500115990638733, 0.036471135914325714, 0.08801726996898651, 0.06460663676261902, 0.03140752390027046, 0.02957644872367382]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.036471154540777206, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.036471154540777206, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.22283503413200378, 0.10335211455821991, 0.2737221419811249, 0.15001162886619568, 0.036471154540777206, 0.08801725506782532, 0.06460664421319962, 0.03140754625201225, 0.029576485976576805]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.036471154540777206, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.22283503413200378, 0.10335211455821991, 0.2737221419811249, 0.15001162886619568, 0.036471154540777206, 0.08801725506782532, 0.06460664421319962, 0.03140754625201225, 0.029576485976576805]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460664421319962, 0.03140753135085106, 0.029576469212770462]"
6,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460664421319962, 0.03140753135085106, 0.029576469212770462]"
2,2,"[0.2228350192308426, 0.10335209220647812, 0.27372217178344727, 0.15001164376735687, 0.03647115081548691, 0.0880172923207283, 0.06460664421319962, 0.03140753507614136, 0.02957647293806076]"
3,2,"[0.22283506393432617, 0.10335209965705872, 0.27372220158576965, 0.1500115990638733, 0.036471135914325714, 0.08801726996898651, 0.06460663676261902, 0.03140752390027046, 0.02957644872367382]"
2,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
2,2,"[0.2228350192308426, 0.10335209220647812, 0.27372217178344727, 0.15001162886619568, 0.03647115081548691, 0.0880172923207283, 0.06460664421319962, 0.03140753507614136, 0.02957647293806076]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460664421319962, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.22283503413200378, 0.10335209965705872, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460664421319962, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.036471154540777206, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460664421319962, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.27372217178344727, 0.15001164376735687, 0.03647115081548691, 0.0880172923207283, 0.06460664421319962, 0.03140753507614136, 0.029576467350125313]"
3,2,"[0.2228350192308426, 0.10335209220647812, 0.2737221419811249, 0.15001164376735687, 0.03647114709019661, 0.0880172923207283, 0.06460663676261902, 0.03140753135085106, 0.029576469212770462]"
3,2,"[0.22283495962619781, 0.10335203260183334, 0.2737221121788025, 0.15001171827316284, 0.0364711657166481, 0.08801736682653427, 0.06460664421319962, 0.031407520174980164, 0.029576482251286507]"
7,3,"[0.08044132590293884, 0.07485237717628479, 0.08344082534313202, 0.21906594932079315, 0.08812980353832245, 0.10402129590511322, 0.08252032101154327, 0.07861172407865524, 0.1889164298772812]"
2,3,"[0.0804448053240776, 0.07485651224851608, 0.08344127982854843, 0.2190588265657425, 0.08812367171049118, 0.1040213406085968, 0.08251860737800598, 0.07861072570085526, 0.188924178481102]"
5,3,"[0.08042604476213455, 0.07483171671628952, 0.08343009650707245, 0.21909862756729126, 0.08812891691923141, 0.10403749346733093, 0.08253184705972672, 0.07860399037599564, 0.18891124427318573]"
5,3,"[0.0804230272769928, 0.07482714205980301, 0.08342929184436798, 0.21910636126995087, 0.08813171833753586, 0.10403980314731598, 0.08253434300422668, 0.07860299199819565, 0.18890520930290222]"
3,3,"[0.08043471723794937, 0.07484392821788788, 0.0834372267127037, 0.2190796434879303, 0.08813309669494629, 0.1040259599685669, 0.08252468705177307, 0.07861015200614929, 0.18891054391860962]"
5,3,"[0.0804230347275734, 0.0748271718621254, 0.08342929929494858, 0.21910633146762848, 0.08813171833753586, 0.10403979569673538, 0.08253434300422668, 0.07860299944877625, 0.18890522420406342]"
7,3,"[0.0804467424750328, 0.07485972344875336, 0.08344544470310211, 0.21905472874641418, 0.08813250809907913, 0.10401443392038345, 0.08251617848873138, 0.07861530780792236, 0.188914954662323]"
4,3,"[0.08043862134218216, 0.07484893500804901, 0.08343946188688278, 0.21907147765159607, 0.08813133090734482, 0.10402299463748932, 0.08252193033695221, 0.0786110982298851, 0.18891416490077972]"
5,3,"[0.08042800426483154, 0.07483378052711487, 0.08343237638473511, 0.21909576654434204, 0.08813067525625229, 0.10403528809547424, 0.08253074437379837, 0.07860493659973145, 0.18890845775604248]"
5,3,"[0.08043835312128067, 0.07484840601682663, 0.08343770354986191, 0.21907177567481995, 0.08812662214040756, 0.10402576625347137, 0.08252259343862534, 0.0786091610789299, 0.18891961872577667]"
7,3,"[0.08044689148664474, 0.07486020773649216, 0.08344385027885437, 0.2190534472465515, 0.08812840282917023, 0.10401608049869537, 0.08251630514860153, 0.07861436903476715, 0.18892036378383636]"
7,3,"[0.08042803406715393, 0.07483519613742828, 0.08343308418989182, 0.2190937101840973, 0.08813471347093582, 0.10403178632259369, 0.08252942562103271, 0.07860779017210007, 0.18890635669231415]"
8,3,"[0.08043846487998962, 0.07484884560108185, 0.0834389477968216, 0.21907171607017517, 0.08813069760799408, 0.10402357578277588, 0.08252235502004623, 0.07861106842756271, 0.18891440331935883]"
5,3,"[0.08044681698083878, 0.0748596265912056, 0.0834432914853096, 0.21905386447906494, 0.08812583982944489, 0.10401760786771774, 0.0825163871049881, 0.0786127820611, 0.18892379105091095]"
5,3,"[0.08044649660587311, 0.0748591274023056, 0.08344253152608871, 0.2190544754266739, 0.08812420070171356, 0.10401879251003265, 0.08251677453517914, 0.07861196994781494, 0.1889256238937378]"
2,3,"[0.0804392620921135, 0.0748494416475296, 0.08344001322984695, 0.21907101571559906, 0.08813151717185974, 0.10402292013168335, 0.08252213150262833, 0.07861125469207764, 0.18891246616840363]"
5,3,"[0.08044327050447464, 0.07485494017601013, 0.0834406241774559, 0.21906127035617828, 0.08812534064054489, 0.10402143001556396, 0.0825190618634224, 0.07861100882291794, 0.18892306089401245]"
5,3,"[0.08043535053730011, 0.07484400272369385, 0.08343666791915894, 0.21907921135425568, 0.08812906593084335, 0.1040281280875206, 0.08252505213022232, 0.07860822975635529, 0.18891428411006927]"
3,3,"[0.08044251799583435, 0.07485407590866089, 0.08344145119190216, 0.21906310319900513, 0.08812941610813141, 0.10402007400989532, 0.0825193002820015, 0.07861223071813583, 0.18891772627830505]"
7,3,"[0.08044280111789703, 0.07485442608594894, 0.08344166725873947, 0.21906258165836334, 0.08812936395406723, 0.1040198877453804, 0.08251913636922836, 0.078612320125103, 0.1889178454875946]"
7,3,"[0.08044132590293884, 0.07485237717628479, 0.08344082534313202, 0.21906594932079315, 0.08812980353832245, 0.10402129590511322, 0.08252032101154327, 0.07861172407865524, 0.1889164298772812]"
6,0,"[0.16148526966571808, 0.14336147904396057, 0.13456366956233978, 0.1274450272321701, 0.07015130668878555, 0.04495307803153992, 0.10528972744941711, 0.1261889934539795, 0.08656150847673416]"
2,0,"[0.16147899627685547, 0.14335431158542633, 0.13456526398658752, 0.12745553255081177, 0.07015829533338547, 0.04495881497859955, 0.10528337955474854, 0.12617839872837067, 0.0865669772028923]"
0,0,"[0.16148649156093597, 0.1433628499507904, 0.13456353545188904, 0.12744300067424774, 0.0701499655842781, 0.04495207592844963, 0.10529078543186188, 0.12619082629680634, 0.08656058460474014]"
6,0,"[0.16148100793361664, 0.14335671067237854, 0.13456428050994873, 0.12745216488838196, 0.07015599310398102, 0.04495672136545181, 0.10528585314750671, 0.12618234753608704, 0.08656492829322815]"
7,0,"[0.16148363053798676, 0.1433597207069397, 0.1345635950565338, 0.12744778394699097, 0.07015308737754822, 0.0449543334543705, 0.10528851300477982, 0.1261867731809616, 0.08656267076730728]"
6,0,"[0.1614837944507599, 0.14335979521274567, 0.1345640867948532, 0.1274474710226059, 0.07015293091535568, 0.04495443403720856, 0.10528819262981415, 0.12618647515773773, 0.08656278252601624]"
1,0,"[0.16148926317691803, 0.14336588978767395, 0.1345634162425995, 0.12743833661079407, 0.07014691829681396, 0.04494979977607727, 0.10529308766126633, 0.12619490921497345, 0.08655842393636703]"
0,0,"[0.16148778796195984, 0.1433643251657486, 0.1345631629228592, 0.12744078040122986, 0.07014849781990051, 0.04495087265968323, 0.10529208928346634, 0.12619300186634064, 0.08655945211648941]"
3,0,"[0.1614796668291092, 0.1433546543121338, 0.13456696271896362, 0.127454474568367, 0.07015778124332428, 0.044959187507629395, 0.10528236627578735, 0.12617743015289307, 0.08656751364469528]"
8,0,"[0.1614808887243271, 0.14335674047470093, 0.13456356525421143, 0.12745235860347748, 0.0701560527086258, 0.04495646804571152, 0.1052863821387291, 0.1261829286813736, 0.08656464517116547]"
1,0,"[0.1614873856306076, 0.14336344599723816, 0.13456515967845917, 0.12744155526161194, 0.07014919072389603, 0.044952165335416794, 0.10529006272554398, 0.12619034945964813, 0.08656076341867447]"
2,0,"[0.1614893078804016, 0.1433655321598053, 0.13456521928310394, 0.12743830680847168, 0.0701470896601677, 0.044950682669878006, 0.10529150813817978, 0.12619297206401825, 0.08655939996242523]"
4,0,"[0.16147950291633606, 0.14335505664348602, 0.1345643550157547, 0.12745468318462372, 0.07015765458345413, 0.04495798796415329, 0.10528456419706345, 0.12618008255958557, 0.08656615018844604]"
1,0,"[0.16148245334625244, 0.14335815608501434, 0.13456492125988007, 0.12744976580142975, 0.07015449553728104, 0.04495589807629585, 0.10528642684221268, 0.12618368864059448, 0.08656419068574905]"
6,0,"[0.16149106621742249, 0.14336822926998138, 0.1345617026090622, 0.12743525207042694, 0.07014474272727966, 0.044947508722543716, 0.10529600828886032, 0.12619930505752563, 0.08655615150928497]"
1,0,"[0.16148588061332703, 0.14336208999156952, 0.13456396758556366, 0.12744401395320892, 0.07015065848827362, 0.04495270922780037, 0.10528997331857681, 0.12618958950042725, 0.08656115084886551]"
1,0,"[0.1614869385957718, 0.14336331188678741, 0.1345636546611786, 0.12744219601154327, 0.07014945894479752, 0.044951725751161575, 0.10529105365276337, 0.1261913776397705, 0.08656022697687149]"
1,0,"[0.16148635745048523, 0.14336273074150085, 0.1345633715391159, 0.12744317948818207, 0.07015007734298706, 0.04495207220315933, 0.10529082268476486, 0.12619082629680634, 0.08656054735183716]"
7,0,"[0.16148288547992706, 0.14335882663726807, 0.13456401228904724, 0.12744903564453125, 0.07015392929315567, 0.044955119490623474, 0.105287566781044, 0.12618528306484222, 0.08656341582536697]"
1,0,"[0.1614866405725479, 0.143362894654274, 0.1345641165971756, 0.12744271755218506, 0.07014983147382736, 0.044952183961868286, 0.10529042780399323, 0.12619048357009888, 0.08656065911054611]"
6,0,"[0.16148526966571808, 0.14336147904396057, 0.13456366956233978, 0.1274450272321701, 0.07015130668878555, 0.04495307803153992, 0.10528972744941711, 0.1261889934539795, 0.08656150847673416]"
7,0,"[0.15434983372688293, 0.13537727296352386, 0.1363174170255661, 0.13912586867809296, 0.07795865088701248, 0.051416024565696716, 0.0983734056353569, 0.11496271193027496, 0.09211879223585129]"
5,0,"[0.15434981882572174, 0.13537725806236267, 0.1363174319267273, 0.13912589848041534, 0.07795867323875427, 0.05141603574156761, 0.09837339073419571, 0.11496268212795258, 0.09211879968643188]"
3,0,"[0.15434980392456055, 0.13537724316120148, 0.1363174468278885, 0.13912592828273773, 0.07795869559049606, 0.05141606554389, 0.09837336093187332, 0.11496264487504959, 0.09211882948875427]"
7,0,"[0.15434977412223816, 0.1353772133588791, 0.1363174468278885, 0.13912594318389893, 0.07795869559049606, 0.051416076719760895, 0.09837333112955093, 0.1149626150727272, 0.09211882948875427]"
3,0,"[0.15434978902339935, 0.13537722826004028, 0.1363174468278885, 0.13912594318389893, 0.07795870304107666, 0.0514160692691803, 0.09837335348129272, 0.1149626225233078, 0.09211883693933487]"
7,0,"[0.15434980392456055, 0.13537724316120148, 0.1363174468278885, 0.13912594318389893, 0.07795869559049606, 0.0514160580933094, 0.09837337583303452, 0.11496266722679138, 0.09211882203817368]"
1,0,"[0.15434980392456055, 0.13537724316120148, 0.1363174319267273, 0.13912589848041534, 0.07795866578817368, 0.05141603946685791, 0.09837337583303452, 0.11496267467737198, 0.09211880713701248]"
7,0,"[0.15434978902339935, 0.13537722826004028, 0.1363174319267273, 0.13912594318389893, 0.07795869559049606, 0.0514160618185997, 0.09837336838245392, 0.11496265232563019, 0.09211882203817368]"
1,0,"[0.15434980392456055, 0.13537724316120148, 0.1363174319267273, 0.13912589848041534, 0.07795866578817368, 0.05141603946685791, 0.09837337583303452, 0.11496267467737198, 0.09211880713701248]"
3,0,"[0.15434978902339935, 0.1353772133588791, 0.1363174468278885, 0.13912595808506012, 0.07795870304107666, 0.05141608417034149, 0.09837333858013153, 0.1149626150727272, 0.09211884438991547]"
7,0,"[0.15434977412223816, 0.1353772133588791, 0.1363174468278885, 0.13912594318389893, 0.07795869559049606, 0.051416076719760895, 0.09837333112955093, 0.1149626150727272, 0.09211882948875427]"
2,0,"[0.15434981882572174, 0.13537725806236267, 0.1363174468278885, 0.13912591338157654, 0.07795867323875427, 0.051416054368019104, 0.09837337583303452, 0.11496267467737198, 0.09211882203817368]"
7,0,"[0.15434981882572174, 0.13537725806236267, 0.1363174319267273, 0.13912589848041534, 0.07795867323875427, 0.05141603574156761, 0.09837339073419571, 0.11496268212795258, 0.09211879968643188]"
