true_labels,predicted_labels,probabilities
1,3,"[0.1121552586555481, 0.10046061873435974, 0.13987526297569275, 0.18257136642932892, 0.05400170013308525, 0.10557559877634048, 0.08394668996334076, 0.09843113273382187, 0.12298233807086945]"
1,3,"[0.13596798479557037, 0.10369227081537247, 0.14764830470085144, 0.18302461504936218, 0.04952045902609825, 0.10206480324268341, 0.07252427935600281, 0.10436492413282394, 0.10119229555130005]"
3,3,"[0.11579861491918564, 0.10920760780572891, 0.13517387211322784, 0.15596485137939453, 0.054355207830667496, 0.10159031301736832, 0.09059319645166397, 0.10714685171842575, 0.13016945123672485]"
0,3,"[0.11487869918346405, 0.10905081778764725, 0.13677342236042023, 0.15630057454109192, 0.051592160016298294, 0.10416876524686813, 0.0880637913942337, 0.10862217098474503, 0.1305496245622635]"
0,3,"[0.1279091238975525, 0.10910078138113022, 0.14355765283107758, 0.16542725265026093, 0.052047111093997955, 0.10149788111448288, 0.07975973933935165, 0.11248511075973511, 0.10821541398763657]"
0,3,"[0.12837053835391998, 0.10745473951101303, 0.14443713426589966, 0.17075203359127045, 0.05091182515025139, 0.10381469130516052, 0.07689515501260757, 0.1094847023487091, 0.10787919163703918]"
3,3,"[0.11756951361894608, 0.09958913177251816, 0.1246878132224083, 0.18521113693714142, 0.1181720569729805, 0.09973166137933731, 0.0819883942604065, 0.0842529907822609, 0.08879733085632324]"
3,3,"[0.15072943270206451, 0.07408442348241806, 0.11670708656311035, 0.2509104013442993, 0.10872254520654678, 0.11537244915962219, 0.07428135722875595, 0.053166795521974564, 0.05602551996707916]"
6,3,"[0.12958569824695587, 0.08748005330562592, 0.1400911808013916, 0.2201664298772812, 0.10052435845136642, 0.09733676165342331, 0.07016397267580032, 0.07051492482423782, 0.08413664996623993]"
8,3,"[0.12211506813764572, 0.07819485664367676, 0.12299246340990067, 0.23287780582904816, 0.12772180140018463, 0.10051020979881287, 0.07548697292804718, 0.06136121228337288, 0.07873955368995667]"
4,3,"[0.1446693241596222, 0.07282640784978867, 0.11881622672080994, 0.2584435045719147, 0.11929173767566681, 0.11474832147359848, 0.0647832527756691, 0.04757609963417053, 0.058845099061727524]"
5,3,"[0.16758187115192413, 0.08000876754522324, 0.1359335333108902, 0.24854257702827454, 0.07979338616132736, 0.11714423447847366, 0.06299219280481339, 0.055055685341358185, 0.05294782668352127]"
3,3,"[0.14248532056808472, 0.0766257792711258, 0.1306016445159912, 0.25436484813690186, 0.09536569565534592, 0.11137799173593521, 0.06636279076337814, 0.0586845725774765, 0.06413127481937408]"
2,3,"[0.1285022646188736, 0.10392513871192932, 0.1361144334077835, 0.18227429687976837, 0.07147026062011719, 0.10624930262565613, 0.08096285164356232, 0.09193192422389984, 0.09856946021318436]"
5,3,"[0.15347446501255035, 0.09681140631437302, 0.14721636474132538, 0.1927848756313324, 0.05478164553642273, 0.10907959192991257, 0.08309362828731537, 0.08661940693855286, 0.07613860070705414]"
0,3,"[0.13707542419433594, 0.09744421392679214, 0.1379815638065338, 0.2072395384311676, 0.08369676023721695, 0.11085572838783264, 0.07313071191310883, 0.07941248267889023, 0.07316358387470245]"
3,3,"[0.12341223657131195, 0.10251416265964508, 0.1316402107477188, 0.1836032271385193, 0.08928070217370987, 0.10447230935096741, 0.08100742846727371, 0.0890846699476242, 0.09498511999845505]"
8,3,"[0.10701829195022583, 0.10244472324848175, 0.1409873515367508, 0.1836368590593338, 0.05160016193985939, 0.10496014356613159, 0.09072887152433395, 0.0973430871963501, 0.12128059566020966]"
8,8,"[0.1314825564622879, 0.14154434204101562, 0.1359400451183319, 0.12771162390708923, 0.06432877480983734, 0.05776205286383629, 0.13345101475715637, 0.05195009335875511, 0.1558295637369156]"
8,3,"[0.1137567088007927, 0.09676455706357956, 0.13764892518520355, 0.18121148645877838, 0.06876915693283081, 0.10214020311832428, 0.08315122127532959, 0.0982932597398758, 0.11826448887586594]"
8,3,"[0.1078684851527214, 0.09444716572761536, 0.13840728998184204, 0.19405396282672882, 0.06330272555351257, 0.1049317941069603, 0.08390894532203674, 0.09348312020301819, 0.11959648132324219]"
8,3,"[0.11975304782390594, 0.11091525107622147, 0.15081699192523956, 0.15606075525283813, 0.04064050316810608, 0.09945633262395859, 0.10226239264011383, 0.10602793097496033, 0.11406676471233368]"
1,3,"[0.10834517329931259, 0.10676294565200806, 0.14231868088245392, 0.17415310442447662, 0.04730971157550812, 0.10462724417448044, 0.09187949448823929, 0.10154418647289276, 0.12305948138237]"
5,0,"[0.1889205425977707, 0.15716737508773804, 0.16086573898792267, 0.11991056799888611, 0.034232523292303085, 0.05449278652667999, 0.11278591305017471, 0.047007493674755096, 0.1246170699596405]"
1,8,"[0.13277240097522736, 0.1369432657957077, 0.14355511963367462, 0.13380365073680878, 0.0701025053858757, 0.06828010827302933, 0.11826944351196289, 0.05114156752824783, 0.1451319009065628]"
2,0,"[0.1848922073841095, 0.15763945877552032, 0.16076882183551788, 0.11813009530305862, 0.03535907343029976, 0.05488120764493942, 0.11518578976392746, 0.04508236423134804, 0.12806101143360138]"
4,3,"[0.08750053495168686, 0.07271406799554825, 0.12794625759124756, 0.20062941312789917, 0.16562029719352722, 0.08480536937713623, 0.07882005721330643, 0.07177629321813583, 0.11018764972686768]"
3,3,"[0.08962118625640869, 0.07081194221973419, 0.12892813980579376, 0.2063227742910385, 0.1586349755525589, 0.09005438536405563, 0.07733161002397537, 0.06986872106790543, 0.10842616856098175]"
3,3,"[0.08356059342622757, 0.0648842304944992, 0.12121699750423431, 0.21492280066013336, 0.18544310331344604, 0.08206204324960709, 0.07616547495126724, 0.06229602172970772, 0.10944880545139313]"
1,3,"[0.09195604920387268, 0.07849540561437607, 0.12729106843471527, 0.18977588415145874, 0.160881906747818, 0.07976032048463821, 0.08220050483942032, 0.07439561933279037, 0.11524323374032974]"
6,2,"[0.1788429617881775, 0.11966007947921753, 0.21103110909461975, 0.17717686295509338, 0.04536648094654083, 0.08417616784572601, 0.04967383295297623, 0.05816100165247917, 0.07591152936220169]"
3,0,"[0.22047856450080872, 0.15297427773475647, 0.21809731423854828, 0.12272217124700546, 0.029017388820648193, 0.06353568285703659, 0.06467188149690628, 0.03412152826786041, 0.09438113868236542]"
2,2,"[0.21287785470485687, 0.15225951373577118, 0.21544109284877777, 0.12529179453849792, 0.030316904187202454, 0.06497301906347275, 0.06709393858909607, 0.03766677528619766, 0.0940791517496109]"
2,3,"[0.17905081808567047, 0.10487732291221619, 0.2051064372062683, 0.2066686600446701, 0.05156022310256958, 0.09527304023504257, 0.04084443673491478, 0.049810729920864105, 0.06680832803249359]"
8,3,"[0.13397035002708435, 0.10802199691534042, 0.15783552825450897, 0.18568384647369385, 0.08189389854669571, 0.09138554334640503, 0.06629893183708191, 0.08655943721532822, 0.08835047483444214]"
6,3,"[0.11830836534500122, 0.1021246388554573, 0.13162676990032196, 0.17824508249759674, 0.10543221980333328, 0.09339200705289841, 0.08093824982643127, 0.09217511862516403, 0.09775753319263458]"
2,3,"[0.11695217341184616, 0.10170793533325195, 0.12951123714447021, 0.17733018100261688, 0.10876459628343582, 0.09307920187711716, 0.08237877488136292, 0.09185388684272766, 0.09842198342084885]"
0,0,"[0.21982643008232117, 0.15506066381931305, 0.2165692299604416, 0.12170195579528809, 0.02848951891064644, 0.06255889683961868, 0.06654365360736847, 0.035285405814647675, 0.09396430850028992]"
8,3,"[0.10907354205846786, 0.118024080991745, 0.13223710656166077, 0.1331539750099182, 0.06643255054950714, 0.0881475880742073, 0.1028624027967453, 0.13040632009506226, 0.11966238915920258]"
7,7,"[0.10840778797864914, 0.11888530105352402, 0.13122625648975372, 0.13059474527835846, 0.0694488063454628, 0.0858834832906723, 0.10460027307271957, 0.13238419592380524, 0.11856915056705475]"
2,7,"[0.11151792854070663, 0.12075325101613998, 0.1295962631702423, 0.13009534776210785, 0.06798426806926727, 0.0833909809589386, 0.10461188852787018, 0.13591882586479187, 0.11613119393587112]"
8,3,"[0.11033828556537628, 0.11786846816539764, 0.1320210099220276, 0.13367488980293274, 0.0703071728348732, 0.0865708515048027, 0.10242310166358948, 0.12992680072784424, 0.11686945706605911]"
2,3,"[0.1110917329788208, 0.09135599434375763, 0.12671728432178497, 0.18133804202079773, 0.12581685185432434, 0.09665258228778839, 0.07729029655456543, 0.08572082966566086, 0.10401633381843567]"
4,3,"[0.10712339729070663, 0.09500382095575333, 0.1291462630033493, 0.1747545748949051, 0.11084327101707458, 0.09541426599025726, 0.08120638132095337, 0.09303545206785202, 0.1134725883603096]"
4,3,"[0.10818617790937424, 0.0742417424917221, 0.13735973834991455, 0.20743118226528168, 0.12610770761966705, 0.10300029069185257, 0.07575942575931549, 0.07066568732261658, 0.09724804013967514]"
2,3,"[0.10216774791479111, 0.0786605030298233, 0.13108403980731964, 0.19679692387580872, 0.1403007060289383, 0.09863625466823578, 0.07007012516260147, 0.07869264483451843, 0.10359105467796326]"
4,3,"[0.10774742066860199, 0.10165229439735413, 0.1285369098186493, 0.16196797788143158, 0.09456750005483627, 0.09464316815137863, 0.08747456967830658, 0.10134133696556091, 0.12206879258155823]"
7,3,"[0.10812675207853317, 0.10177307575941086, 0.1281251311302185, 0.16207748651504517, 0.09582392126321793, 0.09423981606960297, 0.08749449998140335, 0.10133830457925797, 0.12100102007389069]"
3,3,"[0.10786156356334686, 0.09866879135370255, 0.1279597282409668, 0.16877758502960205, 0.10498087108135223, 0.09438235312700272, 0.08405610918998718, 0.09696296602487564, 0.11635003238916397]"
0,3,"[0.1962575763463974, 0.07118808478116989, 0.13850754499435425, 0.26121917366981506, 0.07805325090885162, 0.11897679418325424, 0.0516330786049366, 0.039104193449020386, 0.04506026580929756]"
2,3,"[0.11131499707698822, 0.09839243441820145, 0.1268613189458847, 0.1713988184928894, 0.10907793045043945, 0.09551086276769638, 0.08354666829109192, 0.09314963966608047, 0.11074728518724442]"
2,3,"[0.1093139797449112, 0.10646287351846695, 0.12965305149555206, 0.15201811492443085, 0.07041539251804352, 0.09836626797914505, 0.09635122120380402, 0.10368433594703674, 0.133734792470932]"
8,3,"[0.11154810339212418, 0.098353810608387, 0.12699012458324432, 0.17186559736728668, 0.10833893716335297, 0.09588760137557983, 0.0835326537489891, 0.0926903709769249, 0.11079276353120804]"
2,4,"[0.08675538748502731, 0.11311686784029007, 0.12313555926084518, 0.11155194789171219, 0.1388772428035736, 0.07179909199476242, 0.1108856126666069, 0.12760482728481293, 0.11627339571714401]"
7,4,"[0.0922071635723114, 0.110103078186512, 0.12293621152639389, 0.12140320241451263, 0.13972587883472443, 0.07376459240913391, 0.1040865108370781, 0.12168633937835693, 0.11408700048923492]"
0,4,"[0.09597045183181763, 0.11537540704011917, 0.12210696190595627, 0.11725789308547974, 0.1284881979227066, 0.07088222354650497, 0.11030109226703644, 0.12759710848331451, 0.11202072352170944]"
7,0,"[0.15472504496574402, 0.13724692165851593, 0.14429117739200592, 0.133185476064682, 0.061548538506031036, 0.06543543934822083, 0.0964600145816803, 0.11474291980266571, 0.09236437827348709]"
4,3,"[0.13915704190731049, 0.1213512271642685, 0.1406688094139099, 0.14872723817825317, 0.07680235803127289, 0.07465645670890808, 0.09005036950111389, 0.11253461241722107, 0.09605178982019424]"
0,0,"[0.15202167630195618, 0.138236865401268, 0.14267748594284058, 0.13071496784687042, 0.0632031261920929, 0.06449528783559799, 0.09850577265024185, 0.11757094413042068, 0.09257389605045319]"
7,0,"[0.1469505876302719, 0.1304788589477539, 0.14267832040786743, 0.13895446062088013, 0.06850222498178482, 0.0688033476471901, 0.09368548542261124, 0.11683846265077591, 0.09310825914144516]"
1,0,"[0.15111568570137024, 0.1347501128911972, 0.14512291550636292, 0.1363004893064499, 0.06529971212148666, 0.06695254892110825, 0.09471020847558975, 0.11225585639476776, 0.09349247813224792]"
2,0,"[0.16410565376281738, 0.13349324464797974, 0.15770602226257324, 0.14525143802165985, 0.05611340329051018, 0.07003915309906006, 0.08390888571739197, 0.10028176754713058, 0.08910034596920013]"
8,0,"[0.1583581417798996, 0.14191272854804993, 0.14707127213478088, 0.13069383800029755, 0.05843960493803024, 0.06396569311618805, 0.0979917123913765, 0.10799884051084518, 0.09356821328401566]"
2,0,"[0.1675233095884323, 0.142908975481987, 0.16036903858184814, 0.13679543137550354, 0.05293852835893631, 0.06614481657743454, 0.08910223841667175, 0.09232869744300842, 0.09188894927501678]"
4,3,"[0.1351747363805771, 0.09765034914016724, 0.13418704271316528, 0.17633934319019318, 0.07462140917778015, 0.09908853471279144, 0.1002252995967865, 0.08676092326641083, 0.0959523394703865]"
3,3,"[0.14232724905014038, 0.09857217967510223, 0.14238446950912476, 0.17019891738891602, 0.060381218791007996, 0.09869476407766342, 0.10513301193714142, 0.08912722766399384, 0.0931810513138771]"
2,3,"[0.1263173222541809, 0.10391444712877274, 0.13359306752681732, 0.17391230165958405, 0.06603047251701355, 0.10278521478176117, 0.08948865532875061, 0.09557422995567322, 0.10838428884744644]"
6,3,"[0.08817475289106369, 0.04727723076939583, 0.10301145166158676, 0.249986469745636, 0.21567168831825256, 0.08744806796312332, 0.06711734086275101, 0.046523042023181915, 0.09478993713855743]"
4,4,"[0.06212881952524185, 0.02091377042233944, 0.08926699310541153, 0.214302659034729, 0.37978821992874146, 0.1052432507276535, 0.040199778974056244, 0.02221657522022724, 0.06593990325927734]"
1,3,"[0.07339328527450562, 0.03200807794928551, 0.08592557907104492, 0.31685250997543335, 0.23743292689323425, 0.08249299973249435, 0.06373336911201477, 0.03020581603050232, 0.07795548439025879]"
2,2,"[0.13602514564990997, 0.09657780081033707, 0.1650790423154831, 0.1608438342809677, 0.11914261430501938, 0.10101126879453659, 0.07610807567834854, 0.028466325253248215, 0.11674583703279495]"
3,3,"[0.09860905259847641, 0.06578922271728516, 0.11670641601085663, 0.21438446640968323, 0.1654033064842224, 0.09392400830984116, 0.0757690966129303, 0.06376947462558746, 0.10564493387937546]"
4,3,"[0.10974464565515518, 0.09538256376981735, 0.1284254938364029, 0.16875994205474854, 0.1036500558257103, 0.09424709528684616, 0.08710338920354843, 0.09664969146251678, 0.11603714525699615]"
3,3,"[0.10787586122751236, 0.08646121621131897, 0.12323656678199768, 0.1878967434167862, 0.14186732470989227, 0.09313171356916428, 0.07584811747074127, 0.08262895047664642, 0.10105357319116592]"
3,3,"[0.17680756747722626, 0.05697891116142273, 0.2012522667646408, 0.2080184817314148, 0.03138221427798271, 0.09048491716384888, 0.1421731561422348, 0.05354345589876175, 0.03935909643769264]"
5,3,"[0.18056756258010864, 0.05365283414721489, 0.20228594541549683, 0.2107933610677719, 0.032581549137830734, 0.09073501825332642, 0.1418418437242508, 0.05058802664279938, 0.036953821778297424]"
3,2,"[0.17840899527072906, 0.058316830545663834, 0.2045285850763321, 0.202758327126503, 0.029757574200630188, 0.09033534675836563, 0.14168088138103485, 0.054997172206640244, 0.03921635076403618]"
0,3,"[0.17254872620105743, 0.06236760690808296, 0.19945384562015533, 0.20195642113685608, 0.030917011201381683, 0.09112710505723953, 0.13954298198223114, 0.05861235782504082, 0.043473973870277405]"
6,3,"[0.1677084118127823, 0.06512649357318878, 0.19448339939117432, 0.20258991420269012, 0.03250575810670853, 0.09180813282728195, 0.13768437504768372, 0.06100763753056526, 0.047085847705602646]"
2,3,"[0.16144199669361115, 0.07109913229942322, 0.18655839562416077, 0.1994425654411316, 0.03552880883216858, 0.09344319999217987, 0.13193072378635406, 0.06650204956531525, 0.05405312404036522]"
8,3,"[0.11402807384729385, 0.11300559341907501, 0.13245072960853577, 0.1437908560037613, 0.07484791427850723, 0.08651842176914215, 0.09829847514629364, 0.1225467175245285, 0.11451319605112076]"
7,7,"[0.11823722720146179, 0.12031657993793488, 0.130926251411438, 0.13362345099449158, 0.07407908141613007, 0.07864709198474884, 0.10217133909463882, 0.13397818803787231, 0.10802081227302551]"
1,3,"[0.10567949712276459, 0.10319221764802933, 0.13416972756385803, 0.16029582917690277, 0.06260374933481216, 0.10381561517715454, 0.09211403131484985, 0.10452426970005035, 0.13360510766506195]"
0,3,"[0.10529353469610214, 0.10482444614171982, 0.13281522691249847, 0.15375187993049622, 0.06269150227308273, 0.10314877331256866, 0.09420937299728394, 0.106730617582798, 0.1365346610546112]"
0,3,"[0.10530403256416321, 0.10336717963218689, 0.1331944614648819, 0.15735819935798645, 0.06509719789028168, 0.10342583805322647, 0.09271173179149628, 0.10578732192516327, 0.13375414907932281]"
7,3,"[0.10555439442396164, 0.10456550866365433, 0.1343565285205841, 0.15885379910469055, 0.059886425733566284, 0.10367918759584427, 0.09309171885251999, 0.10488513112068176, 0.1351272463798523]"
6,3,"[0.10666865855455399, 0.10270559787750244, 0.13393034040927887, 0.1610691398382187, 0.06428642570972443, 0.10357125103473663, 0.09123913198709488, 0.10414469242095947, 0.1323847621679306]"
0,3,"[0.10566222667694092, 0.1046716719865799, 0.13251309096813202, 0.15413519740104675, 0.0655539408326149, 0.10262364894151688, 0.09389100968837738, 0.10791485756635666, 0.13303440809249878]"
1,3,"[0.12330695986747742, 0.10151659697294235, 0.15801721811294556, 0.19094303250312805, 0.03556184098124504, 0.1027011051774025, 0.09772348403930664, 0.09353696554899216, 0.09669280797243118]"
3,3,"[0.1103106141090393, 0.07242240011692047, 0.13014815747737885, 0.24896660447120667, 0.07809197902679443, 0.1039622575044632, 0.07852211594581604, 0.07240960001945496, 0.10516635328531265]"
8,3,"[0.11736398190259933, 0.09362869709730148, 0.14551138877868652, 0.21334411203861237, 0.044983454048633575, 0.10642457753419876, 0.08850005269050598, 0.08773650974035263, 0.10250717401504517]"
8,3,"[0.12526342272758484, 0.10456164181232452, 0.15974462032318115, 0.18191252648830414, 0.034189529716968536, 0.10156074911355972, 0.09946415573358536, 0.09662701934576035, 0.096676304936409]"
5,3,"[0.1147056519985199, 0.10041321069002151, 0.14715833961963654, 0.19719824194908142, 0.04274427145719528, 0.10565732419490814, 0.08973844349384308, 0.09389621019363403, 0.10848838835954666]"
6,3,"[0.10988195985555649, 0.07849904149770737, 0.13453292846679688, 0.24248874187469482, 0.06516412645578384, 0.10684894770383835, 0.08040951937437057, 0.07677460461854935, 0.10540011525154114]"
6,3,"[0.11379282176494598, 0.06193854287266731, 0.11415329575538635, 0.23755037784576416, 0.14027753472328186, 0.09362614899873734, 0.07764831185340881, 0.06367628276348114, 0.09733668714761734]"
6,4,"[0.09652913361787796, 0.09625964611768723, 0.12650711834430695, 0.14887340366840363, 0.1584339439868927, 0.08063200116157532, 0.08042792975902557, 0.10602856427431107, 0.10630831122398376]"
8,3,"[0.10962668061256409, 0.10193456709384918, 0.1252414882183075, 0.16268794238567352, 0.1288413256406784, 0.08113503456115723, 0.08197227865457535, 0.10334426164627075, 0.10521634668111801]"
6,3,"[0.12774591147899628, 0.08457958698272705, 0.12905144691467285, 0.2140655219554901, 0.07233213633298874, 0.10550311952829361, 0.08103078603744507, 0.08198518306016922, 0.10370635241270065]"
5,4,"[0.09703343361616135, 0.10575023293495178, 0.12450626492500305, 0.13334627449512482, 0.13962168991565704, 0.07793867588043213, 0.09657968580722809, 0.11176851391792297, 0.11345520615577698]"
5,3,"[0.11965522915124893, 0.10254141688346863, 0.13097240030765533, 0.18346334993839264, 0.10914608091115952, 0.09851665794849396, 0.07838474959135056, 0.08769894391298294, 0.08962110430002213]"
2,3,"[0.11981667578220367, 0.08764064311981201, 0.1157347559928894, 0.20401233434677124, 0.13706617057323456, 0.10088281333446503, 0.08227662742137909, 0.07166624814271927, 0.08090372383594513]"
8,4,"[0.055821843445301056, 0.053087104111909866, 0.15600883960723877, 0.10445211827754974, 0.24939551949501038, 0.0967208668589592, 0.07033541053533554, 0.08059000223875046, 0.1335882991552353]"
8,4,"[0.06081089377403259, 0.07122405618429184, 0.14481417834758759, 0.10296333581209183, 0.19753392040729523, 0.09092926979064941, 0.0879674106836319, 0.10418929159641266, 0.1395677626132965]"
5,3,"[0.08047701418399811, 0.04689226299524307, 0.10750866681337357, 0.2788243591785431, 0.18304024636745453, 0.09521517902612686, 0.07469151169061661, 0.042892683297395706, 0.09045812487602234]"
6,3,"[0.1727459877729416, 0.0521775521337986, 0.19368599355220795, 0.22290976345539093, 0.04059319943189621, 0.09121084213256836, 0.1389450877904892, 0.04934464022517204, 0.03838695213198662]"
1,3,"[0.09436436742544174, 0.0776158943772316, 0.12800799310207367, 0.1768558770418167, 0.16597014665603638, 0.0890161469578743, 0.07744765281677246, 0.07685866206884384, 0.11386324465274811]"
6,3,"[0.11228591203689575, 0.09659138321876526, 0.1252579391002655, 0.17554236948490143, 0.11762209236621857, 0.09524060785770416, 0.08197534084320068, 0.09005103260278702, 0.10543329268693924]"
0,3,"[0.11175443232059479, 0.09726731479167938, 0.12606105208396912, 0.17345426976680756, 0.11324729770421982, 0.09504164755344391, 0.08260248601436615, 0.09184405952692032, 0.10872745513916016]"
8,3,"[0.1103464812040329, 0.0903111919760704, 0.12542875111103058, 0.18314768373966217, 0.1316387951374054, 0.09661144763231277, 0.07681964337825775, 0.08446948230266571, 0.10122658312320709]"
6,3,"[0.11179710924625397, 0.0994536355137825, 0.12751823663711548, 0.16976264119148254, 0.10058146715164185, 0.09699299186468124, 0.08579781651496887, 0.09367767721414566, 0.11441841721534729]"
3,3,"[0.11668220907449722, 0.08033155649900436, 0.11549854278564453, 0.2203259915113449, 0.13753579556941986, 0.10192850232124329, 0.0817803218960762, 0.06573586910963058, 0.08018124848604202]"
1,3,"[0.10815514624118805, 0.07141291350126266, 0.10816940665245056, 0.21856877207756042, 0.17071054875850677, 0.09466090798377991, 0.07880451530218124, 0.05986572802066803, 0.08965211361646652]"
0,3,"[0.1080101728439331, 0.06838025152683258, 0.10644177347421646, 0.22182871401309967, 0.16839314997196198, 0.09430260211229324, 0.0827801525592804, 0.05816126614809036, 0.09170186519622803]"
0,3,"[0.11979100853204727, 0.08252795040607452, 0.12334473431110382, 0.22137431800365448, 0.12259535491466522, 0.10246369987726212, 0.07807895541191101, 0.06890249997377396, 0.0809214785695076]"
8,3,"[0.10651025176048279, 0.06457351893186569, 0.10277604311704636, 0.22993968427181244, 0.180967777967453, 0.09500928968191147, 0.07952280342578888, 0.053850796073675156, 0.08684981614351273]"
6,3,"[0.1141183152794838, 0.07898958772420883, 0.11126655340194702, 0.21818366646766663, 0.1483582854270935, 0.09939569234848022, 0.08351554721593857, 0.06416283547878265, 0.08200947940349579]"
1,3,"[0.13217099010944366, 0.09902365505695343, 0.15087775886058807, 0.2052740901708603, 0.08664533495903015, 0.09944760799407959, 0.06691313534975052, 0.07889412343502045, 0.08075331151485443]"
0,3,"[0.1065056249499321, 0.05986660718917847, 0.10689928382635117, 0.23133885860443115, 0.16399939358234406, 0.09262905269861221, 0.08145526796579361, 0.058481551706790924, 0.09882433712482452]"
0,3,"[0.10958007723093033, 0.10486473888158798, 0.12969021499156952, 0.15591786801815033, 0.07569825649261475, 0.09821601957082748, 0.09387007355690002, 0.10162252187728882, 0.1305401772260666]"
0,3,"[0.1097673624753952, 0.10701052844524384, 0.13204997777938843, 0.1523979902267456, 0.06414833664894104, 0.09909132868051529, 0.09747473150491714, 0.10320021212100983, 0.1348595917224884]"
8,3,"[0.11622627824544907, 0.10945475846529007, 0.14472123980522156, 0.1530163437128067, 0.048252545297145844, 0.09853614866733551, 0.10276428610086441, 0.10504300147294998, 0.12198540568351746]"
1,3,"[0.1108003705739975, 0.10787905007600784, 0.1351219266653061, 0.15138141810894012, 0.05895242840051651, 0.09887994825839996, 0.09933801740407944, 0.10404162853956223, 0.1336052417755127]"
0,3,"[0.11504625529050827, 0.10430572926998138, 0.1399717628955841, 0.1624419391155243, 0.06055767461657524, 0.09915167093276978, 0.10019901394844055, 0.09844126552343369, 0.11988465487957001]"
2,3,"[0.11156262457370758, 0.10415361821651459, 0.1365099549293518, 0.16274616122245789, 0.0635320246219635, 0.09987010061740875, 0.09798359870910645, 0.09860626608133316, 0.1250356286764145]"
0,3,"[0.10804471373558044, 0.09248708188533783, 0.13457612693309784, 0.19480086863040924, 0.07137215882539749, 0.1022096574306488, 0.09436092525720596, 0.08624306321144104, 0.11590538173913956]"
2,3,"[0.1183495745062828, 0.08534210175275803, 0.14355331659317017, 0.21092553436756134, 0.06505032628774643, 0.1008632481098175, 0.10276928544044495, 0.07731018215417862, 0.09583649039268494]"
0,3,"[0.11574501544237137, 0.09884210675954819, 0.14444005489349365, 0.18097491562366486, 0.05833471193909645, 0.10012426972389221, 0.10139082372188568, 0.09119651466608047, 0.10895159095525742]"
0,3,"[0.1180022582411766, 0.09327039867639542, 0.14748916029930115, 0.1936720460653305, 0.0584411658346653, 0.10008476674556732, 0.10333824902772903, 0.08517654240131378, 0.10052533447742462]"
0,3,"[0.12508803606033325, 0.10803072154521942, 0.16225063800811768, 0.16378511488437653, 0.035052839666604996, 0.09810963273048401, 0.10785479843616486, 0.10090630501508713, 0.09892190247774124]"
7,3,"[0.1219928190112114, 0.1099637895822525, 0.1534806489944458, 0.15420758724212646, 0.04116028919816017, 0.0975542888045311, 0.10615026950836182, 0.1048402190208435, 0.11065012216567993]"
6,3,"[0.12270818650722504, 0.11017411202192307, 0.15559540688991547, 0.15564846992492676, 0.03894772753119469, 0.09788212925195694, 0.10616295039653778, 0.10473091155290604, 0.10815008729696274]"
1,3,"[0.12365381419658661, 0.10777442157268524, 0.16124308109283447, 0.16637921333312988, 0.03548704460263252, 0.0988629087805748, 0.10613784939050674, 0.10052426159381866, 0.0999373346567154]"
0,3,"[0.1215180978178978, 0.10648706555366516, 0.15956516563892365, 0.17132359743118286, 0.037139736115932465, 0.09973615407943726, 0.10433949530124664, 0.09891705214977264, 0.10097364336252213]"
0,3,"[0.12499959766864777, 0.10708875954151154, 0.16159231960773468, 0.16643209755420685, 0.03588883951306343, 0.09833374619483948, 0.10726404190063477, 0.09977255761623383, 0.09862802922725677]"
3,3,"[0.1131291463971138, 0.09125080704689026, 0.1355263888835907, 0.17653638124465942, 0.10893698036670685, 0.09073775261640549, 0.08293487876653671, 0.09110135585069656, 0.1098463237285614]"
7,3,"[0.09934987872838974, 0.0886256992816925, 0.1278088539838791, 0.16370458900928497, 0.15253140032291412, 0.0861441045999527, 0.08190732449293137, 0.08642611652612686, 0.11350201070308685]"
4,3,"[0.10365701466798782, 0.08659137785434723, 0.12716874480247498, 0.17264653742313385, 0.1435205489397049, 0.08764039725065231, 0.08158373087644577, 0.0845823660492897, 0.11260929703712463]"
3,3,"[0.11320628970861435, 0.0819091796875, 0.12432446330785751, 0.19536811113357544, 0.12491382658481598, 0.09148162603378296, 0.08299414813518524, 0.0806124210357666, 0.10518990457057953]"
5,3,"[0.09974359720945358, 0.06370002776384354, 0.12281154841184616, 0.2481001913547516, 0.124891497194767, 0.0972568541765213, 0.0763695165514946, 0.06308770179748535, 0.1040390133857727]"
3,3,"[0.11592841148376465, 0.1067269891500473, 0.1387132704257965, 0.15559376776218414, 0.07494454830884933, 0.09106269478797913, 0.09195218235254288, 0.11271500587463379, 0.11236308515071869]"
5,3,"[0.09145089983940125, 0.06107861176133156, 0.1273302584886551, 0.26496413350105286, 0.11948750168085098, 0.09952357411384583, 0.07531213760375977, 0.0597420409321785, 0.10111086070537567]"
3,3,"[0.09377079457044601, 0.06703250855207443, 0.13275355100631714, 0.2701716721057892, 0.08794379234313965, 0.10490468889474869, 0.07888783514499664, 0.06471215188503265, 0.09982296079397202]"
4,4,"[0.09563381224870682, 0.09513872116804123, 0.1383199542760849, 0.1351081132888794, 0.15375007688999176, 0.08580102771520615, 0.0917840301990509, 0.10345490276813507, 0.10100939124822617]"
3,3,"[0.15042898058891296, 0.1156214103102684, 0.16373184323310852, 0.16676074266433716, 0.06774172931909561, 0.08375795930624008, 0.07712706178426743, 0.07532146573066711, 0.09950876981019974]"
